"Observation"	"Variable"	"Group"	"Supergroup"	"Pair"	"Measurement"
"observation15"	369	"treatment"	"supergroup1"	"pair2"	4.84593148113692
"observation16"	369	"treatment"	"supergroup1"	"pair2"	5.09918983900687
"observation01"	370	"control"	"supergroup1"	"pair1"	6.54715892659684
"observation02"	370	"control"	"supergroup1"	"pair1"	7.20037332032351
"observation03"	370	"control"	"supergroup1"	"pair1"	7.51545555841372
"observation04"	370	"control"	"supergroup1"	"pair1"	6.28464511258227
"observation05"	370	"control"	"supergroup1"	"pair2"	7.50339774554695
"observation06"	370	"control"	"supergroup1"	"pair2"	6.65701336266787
"observation07"	370	"control"	"supergroup1"	"pair2"	6.36605437708149
"observation08"	370	"control"	"supergroup1"	"pair2"	7.69580233859181
"observation09"	370	"treatment"	"supergroup1"	"pair1"	5.82831523773321
"observation10"	370	"treatment"	"supergroup1"	"pair1"	6.00630176150428
"observation11"	370	"treatment"	"supergroup1"	"pair1"	7.17710796879792
"observation12"	370	"treatment"	"supergroup1"	"pair1"	7.22645406084438
"observation13"	370	"treatment"	"supergroup1"	"pair2"	5.93726262428614
"observation14"	370	"treatment"	"supergroup1"	"pair2"	7.06890154319186
"observation15"	370	"treatment"	"supergroup1"	"pair2"	5.97514375389317
"observation16"	370	"treatment"	"supergroup1"	"pair2"	6.73514772204717
"observation01"	371	"control"	"supergroup1"	"pair1"	7.68771959368868
"observation02"	371	"control"	"supergroup1"	"pair1"	7.21243609320652
"observation03"	371	"control"	"supergroup1"	"pair1"	8.81552298956002
"observation04"	371	"control"	"supergroup1"	"pair1"	7.56017703285528
"observation05"	371	"control"	"supergroup1"	"pair2"	7.17601346455888
"observation06"	371	"control"	"supergroup1"	"pair2"	7.60022623081644
"observation07"	371	"control"	"supergroup1"	"pair2"	7.60234264273625
"observation08"	371	"control"	"supergroup1"	"pair2"	8.13569693222695
"observation09"	371	"treatment"	"supergroup1"	"pair1"	7.44355239166297
"observation10"	371	"treatment"	"supergroup1"	"pair1"	7.18217588998701
"observation11"	371	"treatment"	"supergroup1"	"pair1"	7.44868541090992
"observation12"	371	"treatment"	"supergroup1"	"pair1"	8.01465996922619
"observation13"	371	"treatment"	"supergroup1"	"pair2"	8.03776533291436
"observation14"	371	"treatment"	"supergroup1"	"pair2"	7.37643071256529
"observation15"	371	"treatment"	"supergroup1"	"pair2"	8.28778686297899
"observation16"	371	"treatment"	"supergroup1"	"pair2"	7.48877237368696
"observation01"	372	"control"	"supergroup1"	"pair1"	6.67950265090547
"observation02"	372	"control"	"supergroup1"	"pair1"	5.77966898182423
"observation03"	372	"control"	"supergroup1"	"pair1"	7.04155145430007
"observation04"	372	"control"	"supergroup1"	"pair1"	7.14293942538739
"observation05"	372	"control"	"supergroup1"	"pair2"	7.18174165053138
"observation06"	372	"control"	"supergroup1"	"pair2"	6.89226879232102
"observation07"	372	"control"	"supergroup1"	"pair2"	6.94304173708092
"observation08"	372	"control"	"supergroup1"	"pair2"	6.64008700304254
"observation09"	372	"treatment"	"supergroup1"	"pair1"	6.18556728323865
"observation10"	372	"treatment"	"supergroup1"	"pair1"	7.81056948983468
"observation11"	372	"treatment"	"supergroup1"	"pair1"	6.6545508589634
"observation12"	372	"treatment"	"supergroup1"	"pair1"	7.12673366887233
"observation13"	372	"treatment"	"supergroup1"	"pair2"	6.58669866900299
"observation14"	372	"treatment"	"supergroup1"	"pair2"	6.24841699854668
"observation15"	372	"treatment"	"supergroup1"	"pair2"	7.11306360233533
"observation16"	372	"treatment"	"supergroup1"	"pair2"	6.14212957263221
"observation01"	373	"control"	"supergroup1"	"pair1"	6.59383092730959
"observation02"	373	"control"	"supergroup1"	"pair1"	5.78105497019061
"observation03"	373	"control"	"supergroup1"	"pair1"	6.68664993386455
"observation04"	373	"control"	"supergroup1"	"pair1"	6.81489865552103
"observation05"	373	"control"	"supergroup1"	"pair2"	6.46649714582904
"observation06"	373	"control"	"supergroup1"	"pair2"	6.42925250646479
"observation07"	373	"control"	"supergroup1"	"pair2"	7.16770632923891
"observation08"	373	"control"	"supergroup1"	"pair2"	6.80279589547306
"observation09"	373	"treatment"	"supergroup1"	"pair1"	6.91128847461332
"observation10"	373	"treatment"	"supergroup1"	"pair1"	6.19660282252235
"observation11"	373	"treatment"	"supergroup1"	"pair1"	5.91064808459475
"observation12"	373	"treatment"	"supergroup1"	"pair1"	6.93714430795604
"observation13"	373	"treatment"	"supergroup1"	"pair2"	6.62753557251519
"observation14"	373	"treatment"	"supergroup1"	"pair2"	6.72458665183655
"observation15"	373	"treatment"	"supergroup1"	"pair2"	7.15556435334821
"observation16"	373	"treatment"	"supergroup1"	"pair2"	5.6674881875857
"observation01"	374	"control"	"supergroup1"	"pair1"	6.68057064681505
"observation02"	374	"control"	"supergroup1"	"pair1"	6.48003640173724
"observation03"	374	"control"	"supergroup1"	"pair1"	7.29844096575908
"observation04"	374	"control"	"supergroup1"	"pair1"	6.73474810782125
"observation05"	374	"control"	"supergroup1"	"pair2"	7.11880125440506
"observation06"	374	"control"	"supergroup1"	"pair2"	6.41331867594527
"observation07"	374	"control"	"supergroup1"	"pair2"	6.77257318963129
"observation08"	374	"control"	"supergroup1"	"pair2"	6.55941247746364
"observation09"	374	"treatment"	"supergroup1"	"pair1"	6.53453788232067
"observation10"	374	"treatment"	"supergroup1"	"pair1"	6.21290171369927
"observation11"	374	"treatment"	"supergroup1"	"pair1"	5.94285591827496
"observation12"	374	"treatment"	"supergroup1"	"pair1"	6.56455743126406
"observation13"	374	"treatment"	"supergroup1"	"pair2"	6.21058873303293
"observation14"	374	"treatment"	"supergroup1"	"pair2"	7.07373056707602
"observation15"	374	"treatment"	"supergroup1"	"pair2"	7.11994720519778
"observation16"	374	"treatment"	"supergroup1"	"pair2"	6.85095991356702
"observation01"	375	"control"	"supergroup1"	"pair1"	4.13797564280822
"observation02"	375	"control"	"supergroup1"	"pair1"	4.46634238864755
"observation03"	375	"control"	"supergroup1"	"pair1"	4.62427456526433
"observation04"	375	"control"	"supergroup1"	"pair1"	4.8573877963298
"observation05"	375	"control"	"supergroup1"	"pair2"	3.98702207259933
"observation06"	375	"control"	"supergroup1"	"pair2"	3.85970861158232
"observation07"	375	"control"	"supergroup1"	"pair2"	4.43533283041605
"observation08"	375	"control"	"supergroup1"	"pair2"	4.81311397760737
"observation09"	375	"treatment"	"supergroup1"	"pair1"	4.44037524519165
"observation10"	375	"treatment"	"supergroup1"	"pair1"	4.04327055773759
"observation11"	375	"treatment"	"supergroup1"	"pair1"	4.3722061551817
"observation12"	375	"treatment"	"supergroup1"	"pair1"	3.94067910560634
"observation13"	375	"treatment"	"supergroup1"	"pair2"	5.31525049928937
"observation14"	375	"treatment"	"supergroup1"	"pair2"	4.23847051402888
"observation15"	375	"treatment"	"supergroup1"	"pair2"	4.95923630910745
"observation16"	375	"treatment"	"supergroup1"	"pair2"	4.88255425050275
"observation01"	376	"control"	"supergroup1"	"pair1"	8.57507900824544
"observation02"	376	"control"	"supergroup1"	"pair1"	9.48250869517067
"observation03"	376	"control"	"supergroup1"	"pair1"	9.32250573052127
"observation04"	376	"control"	"supergroup1"	"pair1"	10.2080681732829
"observation05"	376	"control"	"supergroup1"	"pair2"	9.67381451995855
"observation06"	376	"control"	"supergroup1"	"pair2"	8.29663837175641
"observation07"	376	"control"	"supergroup1"	"pair2"	8.16330652031622
"observation08"	376	"control"	"supergroup1"	"pair2"	9.02337418054585
"observation09"	376	"treatment"	"supergroup1"	"pair1"	9.23005683241498
"observation10"	376	"treatment"	"supergroup1"	"pair1"	9.2166964740913
"observation11"	376	"treatment"	"supergroup1"	"pair1"	8.7634189767779
"observation12"	376	"treatment"	"supergroup1"	"pair1"	9.43013791322771
"observation13"	376	"treatment"	"supergroup1"	"pair2"	9.27343290775819
"observation14"	376	"treatment"	"supergroup1"	"pair2"	9.71475766619734
"observation15"	376	"treatment"	"supergroup1"	"pair2"	9.16106885346414
"observation16"	376	"treatment"	"supergroup1"	"pair2"	9.97250329857482
"observation01"	377	"control"	"supergroup1"	"pair1"	6.88962972893871
"observation02"	377	"control"	"supergroup1"	"pair1"	6.96612966297851
"observation03"	377	"control"	"supergroup1"	"pair1"	7.36761391379075
"observation04"	377	"control"	"supergroup1"	"pair1"	7.12366514343912
"observation05"	377	"control"	"supergroup1"	"pair2"	7.34840361685653
"observation06"	377	"control"	"supergroup1"	"pair2"	6.99477192366051
"observation07"	377	"control"	"supergroup1"	"pair2"	6.23298649122977
"observation08"	377	"control"	"supergroup1"	"pair2"	6.8933023927294
"observation09"	377	"treatment"	"supergroup1"	"pair1"	6.00898451019862
"observation10"	377	"treatment"	"supergroup1"	"pair1"	7.56380235380923
"observation11"	377	"treatment"	"supergroup1"	"pair1"	6.69794418732138
"observation12"	377	"treatment"	"supergroup1"	"pair1"	6.48057869141788
"observation13"	377	"treatment"	"supergroup1"	"pair2"	6.70522328844928
"observation14"	377	"treatment"	"supergroup1"	"pair2"	7.14518168351256
"observation15"	377	"treatment"	"supergroup1"	"pair2"	7.25244201923771
"observation16"	377	"treatment"	"supergroup1"	"pair2"	7.09566188622273
"observation01"	378	"control"	"supergroup1"	"pair1"	14.1912216247533
"observation02"	378	"control"	"supergroup1"	"pair1"	14.6085911319074
"observation03"	378	"control"	"supergroup1"	"pair1"	14.5088522511816
"observation04"	378	"control"	"supergroup1"	"pair1"	13.9947245040454
"observation05"	378	"control"	"supergroup1"	"pair2"	13.5133121724527
"observation06"	378	"control"	"supergroup1"	"pair2"	13.893676267343
"observation07"	378	"control"	"supergroup1"	"pair2"	13.946192149097
"observation08"	378	"control"	"supergroup1"	"pair2"	14.6722818083239
"observation09"	378	"treatment"	"supergroup1"	"pair1"	11.7726462374863
"observation10"	378	"treatment"	"supergroup1"	"pair1"	13.6228087539385
"observation11"	378	"treatment"	"supergroup1"	"pair1"	11.6208576516859
"observation12"	378	"treatment"	"supergroup1"	"pair1"	12.355776106281
"observation13"	378	"treatment"	"supergroup1"	"pair2"	13.5156221808392
"observation14"	378	"treatment"	"supergroup1"	"pair2"	11.6822392577285
"observation15"	378	"treatment"	"supergroup1"	"pair2"	13.2990693775066
"observation16"	378	"treatment"	"supergroup1"	"pair2"	11.6646034732874
"observation01"	379	"control"	"supergroup1"	"pair1"	11.1783640860848
"observation02"	379	"control"	"supergroup1"	"pair1"	12.4994633315487
"observation03"	379	"control"	"supergroup1"	"pair1"	10.8586598638324
"observation04"	379	"control"	"supergroup1"	"pair1"	11.2056135732274
"observation05"	379	"control"	"supergroup1"	"pair2"	11.8516497419065
"observation06"	379	"control"	"supergroup1"	"pair2"	10.6398976604772
"observation07"	379	"control"	"supergroup1"	"pair2"	11.8868517269528
"observation08"	379	"control"	"supergroup1"	"pair2"	11.4609879451514
"observation09"	379	"treatment"	"supergroup1"	"pair1"	11.5545755892943
"observation10"	379	"treatment"	"supergroup1"	"pair1"	11.5179313473427
"observation11"	379	"treatment"	"supergroup1"	"pair1"	12.4119428794298
"observation12"	379	"treatment"	"supergroup1"	"pair1"	11.2184073572724
"observation13"	379	"treatment"	"supergroup1"	"pair2"	11.6353756791157
"observation14"	379	"treatment"	"supergroup1"	"pair2"	11.6444504683564
"observation15"	379	"treatment"	"supergroup1"	"pair2"	11.966777037113
"observation16"	379	"treatment"	"supergroup1"	"pair2"	11.4648113062516
"observation01"	380	"control"	"supergroup1"	"pair1"	5.13736929563597
"observation02"	380	"control"	"supergroup1"	"pair1"	4.26633083437124
"observation03"	380	"control"	"supergroup1"	"pair1"	4.47404404659669
"observation04"	380	"control"	"supergroup1"	"pair1"	4.71724532542981
"observation05"	380	"control"	"supergroup1"	"pair2"	5.50510333592485
"observation06"	380	"control"	"supergroup1"	"pair2"	5.55855496467141
"observation07"	380	"control"	"supergroup1"	"pair2"	5.76956557196935
"observation08"	380	"control"	"supergroup1"	"pair2"	4.76675171224901
"observation09"	380	"treatment"	"supergroup1"	"pair1"	5.25429604679646
"observation10"	380	"treatment"	"supergroup1"	"pair1"	5.48660414741745
"observation11"	380	"treatment"	"supergroup1"	"pair1"	4.64297350021601
"observation12"	380	"treatment"	"supergroup1"	"pair1"	5.26236075524599
"observation13"	380	"treatment"	"supergroup1"	"pair2"	5.21893123604247
"observation14"	380	"treatment"	"supergroup1"	"pair2"	5.73513355959197
"observation15"	380	"treatment"	"supergroup1"	"pair2"	5.38278683291841
"observation16"	380	"treatment"	"supergroup1"	"pair2"	4.96231749895647
"observation01"	381	"control"	"supergroup1"	"pair1"	8.52940419889879
"observation02"	381	"control"	"supergroup1"	"pair1"	8.65367325889252
"observation03"	381	"control"	"supergroup1"	"pair1"	8.61063883300338
"observation04"	381	"control"	"supergroup1"	"pair1"	9.58030756286115
"observation05"	381	"control"	"supergroup1"	"pair2"	8.37478369248455
"observation06"	381	"control"	"supergroup1"	"pair2"	9.64092376553516
"observation07"	381	"control"	"supergroup1"	"pair2"	9.42294025507013
"observation08"	381	"control"	"supergroup1"	"pair2"	9.10787792690328
"observation09"	381	"treatment"	"supergroup1"	"pair1"	9.20977360844852
"observation10"	381	"treatment"	"supergroup1"	"pair1"	9.15952986420547
"observation11"	381	"treatment"	"supergroup1"	"pair1"	8.32092349366941
"observation12"	381	"treatment"	"supergroup1"	"pair1"	9.00751350068503
"observation13"	381	"treatment"	"supergroup1"	"pair2"	9.21305731671499
"observation14"	381	"treatment"	"supergroup1"	"pair2"	8.61706056329532
"observation15"	381	"treatment"	"supergroup1"	"pair2"	8.88936762349803
"observation16"	381	"treatment"	"supergroup1"	"pair2"	9.4570476917579
"observation01"	382	"control"	"supergroup1"	"pair1"	7.44522118686164
"observation02"	382	"control"	"supergroup1"	"pair1"	7.22521919626504
"observation03"	382	"control"	"supergroup1"	"pair1"	6.59747665205361
"observation04"	382	"control"	"supergroup1"	"pair1"	7.13660900542473
"observation05"	382	"control"	"supergroup1"	"pair2"	7.27442192540293
"observation06"	382	"control"	"supergroup1"	"pair2"	6.8190550276386
"observation07"	382	"control"	"supergroup1"	"pair2"	6.94945386876698
"observation08"	382	"control"	"supergroup1"	"pair2"	7.16015813522588
"observation09"	382	"treatment"	"supergroup1"	"pair1"	7.05481874367589
"observation10"	382	"treatment"	"supergroup1"	"pair1"	6.43564077587075
"observation11"	382	"treatment"	"supergroup1"	"pair1"	6.77645410120178
"observation12"	382	"treatment"	"supergroup1"	"pair1"	7.33565502123367
"observation13"	382	"treatment"	"supergroup1"	"pair2"	6.66218764793138
"observation14"	382	"treatment"	"supergroup1"	"pair2"	7.17481327403297
"observation15"	382	"treatment"	"supergroup1"	"pair2"	6.57265320019705
"observation16"	382	"treatment"	"supergroup1"	"pair2"	8.11123834225723
"observation01"	383	"control"	"supergroup1"	"pair1"	12.0376068900412
"observation02"	383	"control"	"supergroup1"	"pair1"	12.2976256540586
"observation03"	383	"control"	"supergroup1"	"pair1"	11.9101712174174
"observation04"	383	"control"	"supergroup1"	"pair1"	11.7841171573547
"observation05"	383	"control"	"supergroup1"	"pair2"	11.7493924349923
"observation06"	383	"control"	"supergroup1"	"pair2"	11.0864932973827
"observation07"	383	"control"	"supergroup1"	"pair2"	11.8381695527123
"observation08"	383	"control"	"supergroup1"	"pair2"	12.631076850732
"observation09"	383	"treatment"	"supergroup1"	"pair1"	11.7521828030537
"observation10"	383	"treatment"	"supergroup1"	"pair1"	11.850684773509
"observation11"	383	"treatment"	"supergroup1"	"pair1"	12.3942566542046
"observation12"	383	"treatment"	"supergroup1"	"pair1"	11.9182138825969
"observation13"	383	"treatment"	"supergroup1"	"pair2"	11.7359667649356
"observation14"	383	"treatment"	"supergroup1"	"pair2"	12.014828620392
"observation15"	383	"treatment"	"supergroup1"	"pair2"	11.8775640964863
"observation16"	383	"treatment"	"supergroup1"	"pair2"	11.5826882338989
"observation01"	384	"control"	"supergroup1"	"pair1"	9.22987072176732
"observation02"	384	"control"	"supergroup1"	"pair1"	9.33502658509689
"observation03"	384	"control"	"supergroup1"	"pair1"	8.6164887033895
"observation04"	384	"control"	"supergroup1"	"pair1"	8.27096047663279
"observation05"	384	"control"	"supergroup1"	"pair2"	8.82462112983142
"observation06"	384	"control"	"supergroup1"	"pair2"	9.68421219475843
"observation07"	384	"control"	"supergroup1"	"pair2"	8.82707851521241
"observation08"	384	"control"	"supergroup1"	"pair2"	9.61696222375844
"observation09"	384	"treatment"	"supergroup1"	"pair1"	9.12016715023642
"observation10"	384	"treatment"	"supergroup1"	"pair1"	8.86218293822259
"observation11"	384	"treatment"	"supergroup1"	"pair1"	8.49425351886563
"observation12"	384	"treatment"	"supergroup1"	"pair1"	8.41829330381693
"observation13"	384	"treatment"	"supergroup1"	"pair2"	7.77602928040407
"observation14"	384	"treatment"	"supergroup1"	"pair2"	8.79776600242046
"observation15"	384	"treatment"	"supergroup1"	"pair2"	9.65205390423099
"observation16"	384	"treatment"	"supergroup1"	"pair2"	9.67239639596706
"observation01"	385	"control"	"supergroup1"	"pair1"	7.24839627546237
"observation02"	385	"control"	"supergroup1"	"pair1"	6.64992745530084
"observation03"	385	"control"	"supergroup1"	"pair1"	7.17993065120105
"observation04"	385	"control"	"supergroup1"	"pair1"	7.24436860861769
"observation05"	385	"control"	"supergroup1"	"pair2"	7.0573459968469
"observation06"	385	"control"	"supergroup1"	"pair2"	7.82094589409064
"observation07"	385	"control"	"supergroup1"	"pair2"	7.04899617060518
"observation08"	385	"control"	"supergroup1"	"pair2"	7.29531521023065
"observation09"	385	"treatment"	"supergroup1"	"pair1"	7.87081115232708
"observation10"	385	"treatment"	"supergroup1"	"pair1"	6.71950874198713
"observation11"	385	"treatment"	"supergroup1"	"pair1"	7.8854777651444
"observation12"	385	"treatment"	"supergroup1"	"pair1"	7.08524193887904
"observation13"	385	"treatment"	"supergroup1"	"pair2"	7.21259868242055
"observation14"	385	"treatment"	"supergroup1"	"pair2"	6.94895616371238
"observation15"	385	"treatment"	"supergroup1"	"pair2"	6.63008627079459
"observation16"	385	"treatment"	"supergroup1"	"pair2"	7.43795138378269
"observation01"	386	"control"	"supergroup1"	"pair1"	11.2043851788723
"observation02"	386	"control"	"supergroup1"	"pair1"	10.9062698611031
"observation03"	386	"control"	"supergroup1"	"pair1"	10.2690990930737
"observation04"	386	"control"	"supergroup1"	"pair1"	10.4727134921411
"observation05"	386	"control"	"supergroup1"	"pair2"	10.7928976566164
"observation06"	386	"control"	"supergroup1"	"pair2"	11.1198852899148
"observation07"	386	"control"	"supergroup1"	"pair2"	10.1710075200038
"observation08"	386	"control"	"supergroup1"	"pair2"	10.1847735119449
"observation09"	386	"treatment"	"supergroup1"	"pair1"	9.86837512095271
"observation10"	386	"treatment"	"supergroup1"	"pair1"	9.8478214231252
"observation11"	386	"treatment"	"supergroup1"	"pair1"	10.6879031961262
"observation12"	386	"treatment"	"supergroup1"	"pair1"	9.59879848108849
"observation13"	386	"treatment"	"supergroup1"	"pair2"	10.6470523920352
"observation14"	386	"treatment"	"supergroup1"	"pair2"	9.97683310682982
"observation15"	386	"treatment"	"supergroup1"	"pair2"	10.2505990642729
"observation16"	386	"treatment"	"supergroup1"	"pair2"	10.7162154252232
"observation01"	387	"control"	"supergroup1"	"pair1"	8.97458596537955
"observation02"	387	"control"	"supergroup1"	"pair1"	9.27695209493735
"observation03"	387	"control"	"supergroup1"	"pair1"	8.72521194987662
"observation04"	387	"control"	"supergroup1"	"pair1"	9.08440416618301
"observation05"	387	"control"	"supergroup1"	"pair2"	9.13306611838103
"observation06"	387	"control"	"supergroup1"	"pair2"	9.74573230196347
"observation07"	387	"control"	"supergroup1"	"pair2"	8.40746881563447
"observation08"	387	"control"	"supergroup1"	"pair2"	8.85137484427686
"observation09"	387	"treatment"	"supergroup1"	"pair1"	8.83926636248921
"observation10"	387	"treatment"	"supergroup1"	"pair1"	8.5972307278144
"observation11"	387	"treatment"	"supergroup1"	"pair1"	9.02893859235535
"observation12"	387	"treatment"	"supergroup1"	"pair1"	9.27616292291905
"observation13"	387	"treatment"	"supergroup1"	"pair2"	9.2015594389851
"observation14"	387	"treatment"	"supergroup1"	"pair2"	9.20599280444955
"observation15"	387	"treatment"	"supergroup1"	"pair2"	8.6942748688355
"observation16"	387	"treatment"	"supergroup1"	"pair2"	9.83778769386918
"observation01"	388	"control"	"supergroup1"	"pair1"	7.81807257677797
"observation02"	388	"control"	"supergroup1"	"pair1"	7.84756620718834
"observation03"	388	"control"	"supergroup1"	"pair1"	6.87916298205053
"observation04"	388	"control"	"supergroup1"	"pair1"	7.56124723800771
"observation05"	388	"control"	"supergroup1"	"pair2"	8.13567627323922
"observation06"	388	"control"	"supergroup1"	"pair2"	8.1183476367998
"observation07"	388	"control"	"supergroup1"	"pair2"	7.58350580483856
"observation08"	388	"control"	"supergroup1"	"pair2"	8.58745248275104
"observation09"	388	"treatment"	"supergroup1"	"pair1"	9.34282195223986
"observation10"	388	"treatment"	"supergroup1"	"pair1"	7.92686134248436
"observation11"	388	"treatment"	"supergroup1"	"pair1"	8.19645470935817
"observation12"	388	"treatment"	"supergroup1"	"pair1"	8.40152122340383
"observation13"	388	"treatment"	"supergroup1"	"pair2"	7.50266781200564
"observation14"	388	"treatment"	"supergroup1"	"pair2"	7.28383567300865
"observation15"	388	"treatment"	"supergroup1"	"pair2"	8.71514558596794
"observation16"	388	"treatment"	"supergroup1"	"pair2"	8.0399741012524
"observation01"	389	"control"	"supergroup1"	"pair1"	7.85241155710561
"observation02"	389	"control"	"supergroup1"	"pair1"	7.57671331738924
"observation03"	389	"control"	"supergroup1"	"pair1"	7.7649341288095
"observation04"	389	"control"	"supergroup1"	"pair1"	6.99690798664488
"observation05"	389	"control"	"supergroup1"	"pair2"	7.00585228462806
"observation06"	389	"control"	"supergroup1"	"pair2"	7.75476239868969
"observation07"	389	"control"	"supergroup1"	"pair2"	7.35626066273534
"observation08"	389	"control"	"supergroup1"	"pair2"	7.36729784572893
"observation09"	389	"treatment"	"supergroup1"	"pair1"	6.86419230911241
"observation10"	389	"treatment"	"supergroup1"	"pair1"	8.099552866449
"observation11"	389	"treatment"	"supergroup1"	"pair1"	7.46255287898089
"observation12"	389	"treatment"	"supergroup1"	"pair1"	7.29730535368803
"observation13"	389	"treatment"	"supergroup1"	"pair2"	7.57507843132983
"observation14"	389	"treatment"	"supergroup1"	"pair2"	6.91563355511564
"observation15"	389	"treatment"	"supergroup1"	"pair2"	6.56545294913487
"observation16"	389	"treatment"	"supergroup1"	"pair2"	7.32824837817155
"observation01"	390	"control"	"supergroup1"	"pair1"	7.31763314652809
"observation02"	390	"control"	"supergroup1"	"pair1"	7.17240071396408
"observation03"	390	"control"	"supergroup1"	"pair1"	7.5427198729166
"observation04"	390	"control"	"supergroup1"	"pair1"	6.9470156196679
"observation05"	390	"control"	"supergroup1"	"pair2"	6.83497724934094
"observation06"	390	"control"	"supergroup1"	"pair2"	6.6551418967961
"observation07"	390	"control"	"supergroup1"	"pair2"	8.89824528789226
"observation08"	390	"control"	"supergroup1"	"pair2"	7.58576552777565
"observation09"	390	"treatment"	"supergroup1"	"pair1"	6.65780829723795
"observation10"	390	"treatment"	"supergroup1"	"pair1"	6.97732702593287
"observation11"	390	"treatment"	"supergroup1"	"pair1"	7.83089470398465
"observation12"	390	"treatment"	"supergroup1"	"pair1"	7.26393200128651
"observation13"	390	"treatment"	"supergroup1"	"pair2"	6.78822752145052
"observation14"	390	"treatment"	"supergroup1"	"pair2"	7.65046380555445
"observation15"	390	"treatment"	"supergroup1"	"pair2"	7.09536793391331
"observation16"	390	"treatment"	"supergroup1"	"pair2"	8.02939116361272
"observation01"	391	"control"	"supergroup1"	"pair1"	5.32637816596553
"observation02"	391	"control"	"supergroup1"	"pair1"	5.27875351406847
"observation03"	391	"control"	"supergroup1"	"pair1"	4.4404420770565
"observation04"	391	"control"	"supergroup1"	"pair1"	5.91312667279646
"observation05"	391	"control"	"supergroup1"	"pair2"	5.16812251503182
"observation06"	391	"control"	"supergroup1"	"pair2"	5.33421951413115
"observation07"	391	"control"	"supergroup1"	"pair2"	5.00530368751126
"observation08"	391	"control"	"supergroup1"	"pair2"	4.61224916913303
"observation09"	391	"treatment"	"supergroup1"	"pair1"	4.44922658793904
"observation10"	391	"treatment"	"supergroup1"	"pair1"	5.58573103948172
"observation11"	391	"treatment"	"supergroup1"	"pair1"	5.22672114569638
"observation12"	391	"treatment"	"supergroup1"	"pair1"	4.74232869983757
"observation13"	391	"treatment"	"supergroup1"	"pair2"	5.01051964536788
"observation14"	391	"treatment"	"supergroup1"	"pair2"	5.12946943944976
"observation15"	391	"treatment"	"supergroup1"	"pair2"	4.77821257584327
"observation16"	391	"treatment"	"supergroup1"	"pair2"	4.68809724837326
"observation01"	392	"control"	"supergroup1"	"pair1"	9.00067937746873
"observation02"	392	"control"	"supergroup1"	"pair1"	8.51826344602842
"observation03"	392	"control"	"supergroup1"	"pair1"	8.49135977021412
"observation04"	392	"control"	"supergroup1"	"pair1"	8.276974823553
"observation05"	392	"control"	"supergroup1"	"pair2"	8.78103678485024
"observation06"	392	"control"	"supergroup1"	"pair2"	8.23380999406453
"observation07"	392	"control"	"supergroup1"	"pair2"	8.59544580913476
"observation08"	392	"control"	"supergroup1"	"pair2"	8.71623114813411
"observation09"	392	"treatment"	"supergroup1"	"pair1"	7.37688867883325
"observation10"	392	"treatment"	"supergroup1"	"pair1"	8.55865978404257
"observation11"	392	"treatment"	"supergroup1"	"pair1"	8.48551696490479
"observation12"	392	"treatment"	"supergroup1"	"pair1"	8.15316109031188
"observation13"	392	"treatment"	"supergroup1"	"pair2"	8.59243590431698
"observation14"	392	"treatment"	"supergroup1"	"pair2"	9.23472602986411
"observation15"	392	"treatment"	"supergroup1"	"pair2"	9.01803422490131
"observation16"	392	"treatment"	"supergroup1"	"pair2"	8.83902689506046
"observation01"	393	"control"	"supergroup1"	"pair1"	12.3357348062971
"observation02"	393	"control"	"supergroup1"	"pair1"	11.5800683203812
"observation03"	393	"control"	"supergroup1"	"pair1"	12.6268241520725
"observation04"	393	"control"	"supergroup1"	"pair1"	11.5152889344658
"observation05"	393	"control"	"supergroup1"	"pair2"	11.4811061115342
"observation06"	393	"control"	"supergroup1"	"pair2"	11.6168950056545
"observation07"	393	"control"	"supergroup1"	"pair2"	11.7387895761723
"observation08"	393	"control"	"supergroup1"	"pair2"	12.3634123625669
"observation09"	393	"treatment"	"supergroup1"	"pair1"	11.8882823814806
"observation10"	393	"treatment"	"supergroup1"	"pair1"	11.3047768017956
"observation11"	393	"treatment"	"supergroup1"	"pair1"	11.2412632732154
"observation12"	393	"treatment"	"supergroup1"	"pair1"	12.0967403162847
"observation13"	393	"treatment"	"supergroup1"	"pair2"	11.9885857708713
"observation14"	393	"treatment"	"supergroup1"	"pair2"	11.6669633209737
"observation15"	393	"treatment"	"supergroup1"	"pair2"	12.3052470234597
"observation16"	393	"treatment"	"supergroup1"	"pair2"	11.1667809219776
"observation01"	394	"control"	"supergroup1"	"pair1"	7.81315980492123
"observation02"	394	"control"	"supergroup1"	"pair1"	7.4133395970374
"observation03"	394	"control"	"supergroup1"	"pair1"	8.42486837002158
"observation04"	394	"control"	"supergroup1"	"pair1"	8.53582798477492
"observation05"	394	"control"	"supergroup1"	"pair2"	6.78365725376418
"observation06"	394	"control"	"supergroup1"	"pair2"	8.419389098569
"observation07"	394	"control"	"supergroup1"	"pair2"	8.15642499188875
"observation08"	394	"control"	"supergroup1"	"pair2"	7.59765588139337
"observation09"	394	"treatment"	"supergroup1"	"pair1"	7.74651780171206
"observation10"	394	"treatment"	"supergroup1"	"pair1"	8.07251136323614
"observation11"	394	"treatment"	"supergroup1"	"pair1"	7.64208264694512
"observation12"	394	"treatment"	"supergroup1"	"pair1"	7.39175113823349
"observation13"	394	"treatment"	"supergroup1"	"pair2"	8.82809460532754
