"Observation"	"Variable"	"Group"	"Measurement"
"observation03"	268	"Control"	7.94061013792092
"observation04"	268	"Control"	8.66267502958834
"observation05"	268	"Control"	7.30433670322497
"observation06"	268	"Control"	7.95855550666082
"observation07"	268	"Control"	7.8533476600759
"observation08"	268	"Treatment"	8.03398676545556
"observation09"	268	"Treatment"	8.12746991639814
"observation10"	268	"Treatment"	8.0819744390798
"observation11"	268	"Treatment"	7.99970705594487
"observation12"	268	"Treatment"	7.78531497718031
"observation13"	268	"Treatment"	8.01741099209011
"observation14"	268	"Treatment"	8.36473026245733
"observation01"	269	"Control"	11.7323954792718
"observation02"	269	"Control"	12.0806791270013
"observation03"	269	"Control"	12.2634099099159
"observation04"	269	"Control"	11.4104620938386
"observation05"	269	"Control"	12.065580338411
"observation06"	269	"Control"	10.5701801465156
"observation07"	269	"Control"	11.471114771997
"observation08"	269	"Treatment"	11.9681385552395
"observation09"	269	"Treatment"	12.024936460676
"observation10"	269	"Treatment"	11.7028485252823
"observation11"	269	"Treatment"	11.5231221463991
"observation12"	269	"Treatment"	11.8306181257604
"observation13"	269	"Treatment"	11.7883953328803
"observation14"	269	"Treatment"	11.9399119302942
"observation01"	270	"Control"	9.3467550130241
"observation02"	270	"Control"	8.76880158254912
"observation03"	270	"Control"	8.90409361356779
"observation04"	270	"Control"	9.67206471818777
"observation05"	270	"Control"	8.0114500133506
"observation06"	270	"Control"	9.07210599683293
"observation07"	270	"Control"	8.62044379087014
"observation08"	270	"Treatment"	8.51616542457293
"observation09"	270	"Treatment"	8.6247105244081
"observation10"	270	"Treatment"	8.75894992373419
"observation11"	270	"Treatment"	9.49035424183365
"observation12"	270	"Treatment"	9.04045219307001
"observation13"	270	"Treatment"	8.58033283210234
"observation14"	270	"Treatment"	8.28490935139099
"observation01"	271	"Control"	5.19052733210324
"observation02"	271	"Control"	4.55257109792522
"observation03"	271	"Control"	5.09795577508065
"observation04"	271	"Control"	4.80911167517628
"observation05"	271	"Control"	4.23918957836741
"observation06"	271	"Control"	4.93605411955955
"observation07"	271	"Control"	4.98127690088815
"observation08"	271	"Treatment"	4.8424593748466
"observation09"	271	"Treatment"	4.9085242708241
"observation10"	271	"Treatment"	4.88347855382892
"observation11"	271	"Treatment"	4.7267501575926
"observation12"	271	"Treatment"	5.12866718770939
"observation13"	271	"Treatment"	5.83892922277455
"observation14"	271	"Treatment"	6.18402527769726
"observation01"	272	"Control"	9.57562738792336
"observation02"	272	"Control"	9.10100575867132
"observation03"	272	"Control"	8.01463852913541
"observation04"	272	"Control"	9.30219654980277
"observation05"	272	"Control"	7.90813075735134
"observation06"	272	"Control"	9.26390827959839
"observation07"	272	"Control"	7.79471323012084
"observation08"	272	"Treatment"	8.55594667101659
"observation09"	272	"Treatment"	7.86254700228105
"observation10"	272	"Treatment"	8.45113171857095
"observation11"	272	"Treatment"	8.09693380636796
"observation12"	272	"Treatment"	8.15169954275564
"observation13"	272	"Treatment"	8.9511130310863
"observation14"	272	"Treatment"	9.24185868003803
"observation01"	273	"Control"	11.2044465033235
"observation02"	273	"Control"	11.4938599819822
"observation03"	273	"Control"	11.6431975046411
"observation04"	273	"Control"	11.6801761553289
"observation05"	273	"Control"	11.8458928950966
"observation06"	273	"Control"	11.8503642024882
"observation07"	273	"Control"	10.972238942892
"observation08"	273	"Treatment"	11.3701915551462
"observation09"	273	"Treatment"	11.2903669549558
"observation10"	273	"Treatment"	11.0479461762568
"observation11"	273	"Treatment"	12.2061117531744
"observation12"	273	"Treatment"	11.5522350535269
"observation13"	273	"Treatment"	11.5270633099921
"observation14"	273	"Treatment"	10.9885273459355
"observation01"	274	"Control"	8.98607345672206
"observation02"	274	"Control"	8.52817480309616
"observation03"	274	"Control"	9.10975032279179
"observation04"	274	"Control"	9.31178863300785
"observation05"	274	"Control"	8.75943696375617
"observation06"	274	"Control"	9.27226475632871
"observation07"	274	"Control"	9.32029398525983
"observation08"	274	"Treatment"	9.0107737617203
"observation09"	274	"Treatment"	8.4504273277476
"observation10"	274	"Treatment"	8.49663176265443
"observation11"	274	"Treatment"	9.44584112481273
"observation12"	274	"Treatment"	8.63477237132423
"observation13"	274	"Treatment"	8.87495055853872
"observation14"	274	"Treatment"	8.68100711643956
"observation01"	275	"Control"	11.8873557177535
"observation02"	275	"Control"	10.7993302662901
"observation03"	275	"Control"	11.4726373784644
"observation04"	275	"Control"	10.2928976681562
"observation05"	275	"Control"	11.2404674842253
"observation06"	275	"Control"	11.0061782240723
"observation07"	275	"Control"	11.2305550820657
"observation08"	275	"Treatment"	11.1754880980229
"observation09"	275	"Treatment"	10.5987508843838
"observation10"	275	"Treatment"	11.6481765874898
"observation11"	275	"Treatment"	11.0456710559852
"observation12"	275	"Treatment"	10.9556458585788
"observation13"	275	"Treatment"	11.2687873744618
"observation14"	275	"Treatment"	11.6257884657152
"observation01"	276	"Control"	7.42087880692658
"observation02"	276	"Control"	8.08865618282153
"observation03"	276	"Control"	8.3327623677542
"observation04"	276	"Control"	9.0833194125949
"observation05"	276	"Control"	7.83385379401673
"observation06"	276	"Control"	7.47112923303826
"observation07"	276	"Control"	8.28894184794591
"observation08"	276	"Treatment"	8.73859025273474
"observation09"	276	"Treatment"	7.99329233793059
"observation10"	276	"Treatment"	8.89085807662665
"observation11"	276	"Treatment"	8.05370805663729
"observation12"	276	"Treatment"	7.59259521886058
"observation13"	276	"Treatment"	8.81464753570029
"observation14"	276	"Treatment"	7.36201358106333
"observation01"	277	"Control"	8.3785980889634
"observation02"	277	"Control"	8.58707978141571
"observation03"	277	"Control"	8.30308910885624
"observation04"	277	"Control"	7.97346891563593
"observation05"	277	"Control"	8.23233107028277
"observation06"	277	"Control"	8.74215698621579
"observation07"	277	"Control"	8.00104106717718
"observation08"	277	"Treatment"	9.77912435612393
"observation09"	277	"Treatment"	7.89652823956968
"observation10"	277	"Treatment"	8.94755469371475
"observation11"	277	"Treatment"	9.01415511129069
"observation12"	277	"Treatment"	7.61626662805606
"observation13"	277	"Treatment"	8.75424992002657
"observation14"	277	"Treatment"	8.04805390772349
"observation01"	278	"Control"	10.2052720971183
"observation02"	278	"Control"	10.3088234965991
"observation03"	278	"Control"	10.2258988866796
"observation04"	278	"Control"	10.5837172951612
"observation05"	278	"Control"	10.2892638650448
"observation06"	278	"Control"	10.2773315799498
"observation07"	278	"Control"	10.8229017653477
"observation08"	278	"Treatment"	10.5000184477409
"observation09"	278	"Treatment"	9.76290146395918
"observation10"	278	"Treatment"	11.0482937063711
"observation11"	278	"Treatment"	9.19855701943537
"observation12"	278	"Treatment"	10.1830311396699
"observation13"	278	"Treatment"	10.4313426335014
"observation14"	278	"Treatment"	10.0012004044137
"observation01"	279	"Control"	5.93887145507948
"observation02"	279	"Control"	6.17174250579165
"observation03"	279	"Control"	5.47932051347421
"observation04"	279	"Control"	5.70890047337477
"observation05"	279	"Control"	4.90239605004678
"observation06"	279	"Control"	5.87112376597543
"observation07"	279	"Control"	6.03032505825376
"observation08"	279	"Treatment"	5.82122043174898
"observation09"	279	"Treatment"	5.38050694607155
"observation10"	279	"Treatment"	6.31789482459326
"observation11"	279	"Treatment"	5.58517031751704
"observation12"	279	"Treatment"	4.64830689488338
"observation13"	279	"Treatment"	4.81436187717165
"observation14"	279	"Treatment"	5.61353863038059
"observation01"	280	"Control"	8.71305438173295
"observation02"	280	"Control"	7.49325721169598
"observation03"	280	"Control"	8.47598337034685
"observation04"	280	"Control"	8.75109197492969
"observation05"	280	"Control"	9.08938923496735
"observation06"	280	"Control"	8.23354282322051
"observation07"	280	"Control"	7.47759558730603
"observation08"	280	"Treatment"	8.43174422830612
"observation09"	280	"Treatment"	8.5814341880394
"observation10"	280	"Treatment"	8.85575694272951
"observation11"	280	"Treatment"	8.38585518960975
"observation12"	280	"Treatment"	8.84551445742711
"observation13"	280	"Treatment"	8.10764859558528
"observation14"	280	"Treatment"	8.67688855779609
"observation01"	281	"Control"	8.29876655337022
"observation02"	281	"Control"	8.57664110900136
"observation03"	281	"Control"	8.96709426610593
"observation04"	281	"Control"	7.99968560234109
"observation05"	281	"Control"	8.27370245081691
"observation06"	281	"Control"	8.52519428264887
"observation07"	281	"Control"	8.0382417642935
"observation08"	281	"Treatment"	8.40031735700936
"observation09"	281	"Treatment"	8.84703904591113
"observation10"	281	"Treatment"	8.83374045350345
"observation11"	281	"Treatment"	8.02920819337518
"observation12"	281	"Treatment"	8.09585917744065
"observation13"	281	"Treatment"	8.16643698232866
"observation14"	281	"Treatment"	9.06790222922241
"observation01"	282	"Control"	6.58582014420453
"observation02"	282	"Control"	6.37023840492571
"observation03"	282	"Control"	6.81136072426488
"observation04"	282	"Control"	5.95403427498194
"observation05"	282	"Control"	7.00835551299325
"observation06"	282	"Control"	6.39159922846507
"observation07"	282	"Control"	7.33265099185728
"observation08"	282	"Treatment"	6.28227563911614
"observation09"	282	"Treatment"	6.40623444645426
"observation10"	282	"Treatment"	6.13405357378137
"observation11"	282	"Treatment"	6.93410806858097
"observation12"	282	"Treatment"	6.52100897325578
"observation13"	282	"Treatment"	6.35082375292176
"observation14"	282	"Treatment"	7.34232696692039
"observation01"	283	"Control"	5.65235028944006
"observation02"	283	"Control"	5.87769868013005
"observation03"	283	"Control"	5.2285309315557
"observation04"	283	"Control"	6.54982046296812
"observation05"	283	"Control"	6.17809659430835
"observation06"	283	"Control"	5.9264153390839
"observation07"	283	"Control"	5.52234638027171
"observation08"	283	"Treatment"	5.95408446586517
"observation09"	283	"Treatment"	6.75681303814027
"observation10"	283	"Treatment"	5.70223443133997
"observation11"	283	"Treatment"	5.80784114608041
"observation12"	283	"Treatment"	6.1263167843115
"observation13"	283	"Treatment"	7.15055380815767
"observation14"	283	"Treatment"	6.24665892629178
"observation01"	284	"Control"	7.16845513435152
"observation02"	284	"Control"	6.637521243579
"observation03"	284	"Control"	7.53206834575671
"observation04"	284	"Control"	6.15311772031892
"observation05"	284	"Control"	7.01991736959005
"observation06"	284	"Control"	6.75631201172905
"observation07"	284	"Control"	6.051224878343
"observation08"	284	"Treatment"	7.37790700070751
"observation09"	284	"Treatment"	6.79719237757486
"observation10"	284	"Treatment"	7.47363820088455
"observation11"	284	"Treatment"	6.02996520657614
"observation12"	284	"Treatment"	6.97756732706339
"observation13"	284	"Treatment"	7.0588421068735
"observation14"	284	"Treatment"	6.6355824700668
"observation01"	285	"Control"	10.2639533648215
"observation02"	285	"Control"	11.1874458134368
"observation03"	285	"Control"	11.0555641598999
"observation04"	285	"Control"	10.114697883091
"observation05"	285	"Control"	10.1105220230439
"observation06"	285	"Control"	10.9539627965836
"observation07"	285	"Control"	10.7537574978829
"observation08"	285	"Treatment"	11.4014419839362
"observation09"	285	"Treatment"	11.0892578205673
"observation10"	285	"Treatment"	10.7009868773088
"observation11"	285	"Treatment"	10.68656156086
"observation12"	285	"Treatment"	9.91792421615313
"observation13"	285	"Treatment"	10.1867486936966
"observation14"	285	"Treatment"	10.4311646402742
"observation01"	286	"Control"	8.05858994197559
"observation02"	286	"Control"	7.31774782742556
"observation03"	286	"Control"	6.51269326449965
"observation04"	286	"Control"	7.42820678446577
"observation05"	286	"Control"	7.96009297827778
"observation06"	286	"Control"	6.89904831071797
"observation07"	286	"Control"	7.94754649006558
"observation08"	286	"Treatment"	6.80238235850895
"observation09"	286	"Treatment"	7.36648319245964
"observation10"	286	"Treatment"	7.14592025867429
"observation11"	286	"Treatment"	7.74875423158759
"observation12"	286	"Treatment"	6.60867973911217
"observation13"	286	"Treatment"	8.05843534040772
"observation14"	286	"Treatment"	7.57134243979915
"observation01"	287	"Control"	7.33904232824811
"observation02"	287	"Control"	6.40222352638076
"observation03"	287	"Control"	5.96551008243098
"observation04"	287	"Control"	6.21162770971103
"observation05"	287	"Control"	5.87916896397803
"observation06"	287	"Control"	6.95052263898763
"observation07"	287	"Control"	5.79703363229615
"observation08"	287	"Treatment"	7.56184546544481
"observation09"	287	"Treatment"	5.79674691065853
"observation10"	287	"Treatment"	6.26371809919838
"observation11"	287	"Treatment"	6.43065241536397
"observation12"	287	"Treatment"	5.9381631123717
"observation13"	287	"Treatment"	6.4194924159697
"observation14"	287	"Treatment"	6.24824042458681
"observation01"	288	"Control"	9.94373724054556
"observation02"	288	"Control"	9.00181955235069
"observation03"	288	"Control"	8.83680796223429
"observation04"	288	"Control"	9.27038075722123
"observation05"	288	"Control"	9.31313790285199
"observation06"	288	"Control"	9.79643588754535
"observation07"	288	"Control"	8.92482460707746
"observation08"	288	"Treatment"	8.87586730493223
"observation09"	288	"Treatment"	8.9962714842261
"observation10"	288	"Treatment"	9.24269903229517
"observation11"	288	"Treatment"	9.38472018144354
"observation12"	288	"Treatment"	8.52674724858996
"observation13"	288	"Treatment"	9.32367759840113
"observation14"	288	"Treatment"	9.05943597358075
"observation01"	289	"Control"	5.28302704831014
"observation02"	289	"Control"	6.01282014812543
"observation03"	289	"Control"	6.75758334920391
"observation04"	289	"Control"	5.91567077925348
"observation05"	289	"Control"	5.13990133470697
"observation06"	289	"Control"	5.61921428655617
"observation07"	289	"Control"	5.30376311026664
"observation08"	289	"Treatment"	5.58789650386624
"observation09"	289	"Treatment"	5.66731711100095
"observation10"	289	"Treatment"	5.45020101409486
"observation11"	289	"Treatment"	4.95940236534471
"observation12"	289	"Treatment"	6.6842286307303
"observation13"	289	"Treatment"	5.09604679735852
"observation14"	289	"Treatment"	5.58026778656401
"observation01"	290	"Control"	12.4964096306642
"observation02"	290	"Control"	13.5511894451828
"observation03"	290	"Control"	12.7856797198472
"observation04"	290	"Control"	13.4470798165434
"observation05"	290	"Control"	11.8858464938572
"observation06"	290	"Control"	12.3388465414212
"observation07"	290	"Control"	12.2534669597088
"observation08"	290	"Treatment"	12.8281138733838
"observation09"	290	"Treatment"	12.5232317970333
"observation10"	290	"Treatment"	12.1370028840791
"observation11"	290	"Treatment"	12.4143840376803
"observation12"	290	"Treatment"	13.3411858355074
"observation13"	290	"Treatment"	12.4909781359061
"observation14"	290	"Treatment"	12.1108356865101
"observation01"	291	"Control"	7.58867034054646
"observation02"	291	"Control"	7.38778151241167
"observation03"	291	"Control"	7.42496673180881
"observation04"	291	"Control"	6.97734036700941
"observation05"	291	"Control"	7.47505141283229
"observation06"	291	"Control"	6.87847388524828
"observation07"	291	"Control"	7.99292679325784
"observation08"	291	"Treatment"	7.96914979939758
"observation09"	291	"Treatment"	6.96318961029271
"observation10"	291	"Treatment"	7.29449070089443
"observation11"	291	"Treatment"	7.13289457939929
"observation12"	291	"Treatment"	7.13815312268637
"observation13"	291	"Treatment"	7.47902051647443
"observation14"	291	"Treatment"	5.49835444037778
"observation01"	292	"Control"	9.46447313438729
"observation02"	292	"Control"	9.3419424021581
"observation03"	292	"Control"	9.58783745870944
"observation04"	292	"Control"	8.55396316821565
"observation05"	292	"Control"	9.50638862205988
"observation06"	292	"Control"	9.73842206548205
"observation07"	292	"Control"	9.14166419987736
"observation08"	292	"Treatment"	9.12670349473651
"observation09"	292	"Treatment"	9.43235963781026
"observation10"	292	"Treatment"	9.77645613345766
"observation11"	292	"Treatment"	8.70633982056169
"observation12"	292	"Treatment"	9.20484659271272
"observation13"	292	"Treatment"	9.49417552456675
"observation14"	292	"Treatment"	10.0402106296431
"observation01"	293	"Control"	9.06211039816857
"observation02"	293	"Control"	8.45837401286624
"observation03"	293	"Control"	8.7555240168757
"observation04"	293	"Control"	8.89428014266631
"observation05"	293	"Control"	9.31466571021316
"observation06"	293	"Control"	9.27065654024006
"observation07"	293	"Control"	8.5157247667105
"observation08"	293	"Treatment"	9.72219214076678
"observation09"	293	"Treatment"	9.42755767762016
"observation10"	293	"Treatment"	9.07162095921421
"observation11"	293	"Treatment"	9.29345454683823
"observation12"	293	"Treatment"	9.06613757852402
"observation13"	293	"Treatment"	8.84048828459219
"observation14"	293	"Treatment"	9.117058445147
"observation01"	294	"Control"	8.64574669464475
"observation02"	294	"Control"	9.23448899162887
"observation03"	294	"Control"	9.44918187901387
"observation04"	294	"Control"	8.86612716862048
"observation05"	294	"Control"	8.04135178970144
"observation06"	294	"Control"	8.73143025588118
"observation07"	294	"Control"	8.83169454230563
"observation08"	294	"Treatment"	8.5841089807233
"observation09"	294	"Treatment"	9.10203881946584
"observation10"	294	"Treatment"	9.22616815257383
"observation11"	294	"Treatment"	8.28586619222975
"observation12"	294	"Treatment"	8.41709931103835
"observation13"	294	"Treatment"	8.43912433213002
"observation14"	294	"Treatment"	9.11338744460501
"observation01"	295	"Control"	6.81697138988499
"observation02"	295	"Control"	6.74204858541389
"observation03"	295	"Control"	6.29577414934925
"observation04"	295	"Control"	7.09513841661215
"observation05"	295	"Control"	7.10578215371423
"observation06"	295	"Control"	5.85830404004344
"observation07"	295	"Control"	6.48380281744743
"observation08"	295	"Treatment"	6.25925996883972
"observation09"	295	"Treatment"	7.22643024200477
"observation10"	295	"Treatment"	7.63739970389809
"observation11"	295	"Treatment"	6.54876861277732
"observation12"	295	"Treatment"	7.15822425101362
"observation13"	295	"Treatment"	6.4131548077025
"observation14"	295	"Treatment"	5.94153697111083
"observation01"	296	"Control"	13.1515514872168
"observation02"	296	"Control"	12.8039802527787
"observation03"	296	"Control"	12.9838772395318
"observation04"	296	"Control"	12.7988670426319
"observation05"	296	"Control"	13.0502712447493
"observation06"	296	"Control"	12.9174017600886
"observation07"	296	"Control"	12.9841235039228
"observation08"	296	"Treatment"	12.7820174940751
"observation09"	296	"Treatment"	13.1018658031896
"observation10"	296	"Treatment"	12.4445793087446
"observation11"	296	"Treatment"	13.6610254854267
"observation12"	296	"Treatment"	12.4938800321456
"observation13"	296	"Treatment"	12.4954863686662
"observation14"	296	"Treatment"	12.6356968579255
"observation01"	297	"Control"	9.05288672657896
"observation02"	297	"Control"	8.09212375053172
"observation03"	297	"Control"	8.65168077188143
"observation04"	297	"Control"	9.10165990803243
"observation05"	297	"Control"	8.5240706492002
"observation06"	297	"Control"	8.85463425371407
"observation07"	297	"Control"	9.28433222809103
"observation08"	297	"Treatment"	8.81453254909018
"observation09"	297	"Treatment"	9.06161701891724
"observation10"	297	"Treatment"	8.55307603471337
"observation11"	297	"Treatment"	8.84827422963447
"observation12"	297	"Treatment"	8.5032107240163
"observation13"	297	"Treatment"	9.01617332103755
"observation14"	297	"Treatment"	8.66513589816599
"observation01"	298	"Control"	6.59417537638108
"observation02"	298	"Control"	6.78614054776899
"observation03"	298	"Control"	7.03179888571495
"observation04"	298	"Control"	5.40806306185065
"observation05"	298	"Control"	6.57077906075243
"observation06"	298	"Control"	6.07851113872105
"observation07"	298	"Control"	6.31196495801721
"observation08"	298	"Treatment"	5.97891824622857
"observation09"	298	"Treatment"	6.24690401574375
"observation10"	298	"Treatment"	6.82046768125367
"observation11"	298	"Treatment"	6.89238895526037
"observation12"	298	"Treatment"	6.63748744037947
"observation13"	298	"Treatment"	6.80432651408139
"observation14"	298	"Treatment"	6.05292806655089
"observation01"	299	"Control"	8.51329831052145
"observation02"	299	"Control"	8.95658592830782
"observation03"	299	"Control"	8.4931215025524
"observation04"	299	"Control"	7.27118332057583
"observation05"	299	"Control"	8.19245260442701
"observation06"	299	"Control"	8.61855754118407
"observation07"	299	"Control"	7.9066230119094
"observation08"	299	"Treatment"	9.07782945667487
"observation09"	299	"Treatment"	8.74322479241857
"observation10"	299	"Treatment"	8.09002158770112
"observation11"	299	"Treatment"	8.67435159895816
"observation12"	299	"Treatment"	9.18155095418035
"observation13"	299	"Treatment"	8.75892050392544
"observation14"	299	"Treatment"	9.43927303739391
"observation01"	300	"Control"	11.3518598931269
"observation02"	300	"Control"	10.8406114291979
"observation03"	300	"Control"	11.0336877992653
"observation04"	300	"Control"	11.2940231121324
"observation05"	300	"Control"	11.0345703882742
"observation06"	300	"Control"	11.4347379402659
"observation07"	300	"Control"	11.1299171525044
"observation08"	300	"Treatment"	11.479460312006
"observation09"	300	"Treatment"	11.2241630778244
"observation10"	300	"Treatment"	12.6143052349856
"observation11"	300	"Treatment"	10.6840261297449
"observation12"	300	"Treatment"	11.7614479586902
"observation13"	300	"Treatment"	12.0924260563908
"observation14"	300	"Treatment"	10.9188439635694
"observation01"	301	"Control"	8.18646918834521
"observation02"	301	"Control"	6.99848464802317
"observation03"	301	"Control"	6.860598423674
"observation04"	301	"Control"	7.29577962087517
"observation05"	301	"Control"	7.48742934481044
"observation06"	301	"Control"	6.62838700773306
"observation07"	301	"Control"	7.57182783679004
"observation08"	301	"Treatment"	7.41604751838903
"observation09"	301	"Treatment"	6.81217526588542
"observation10"	301	"Treatment"	6.70060714606673
"observation11"	301	"Treatment"	7.62120219822576
"observation12"	301	"Treatment"	7.53538154051257
"observation13"	301	"Treatment"	6.83259773185126
"observation14"	301	"Treatment"	6.37588644040755
"observation01"	302	"Control"	6.70330020359414
"observation02"	302	"Control"	6.80623084638107
"observation03"	302	"Control"	6.61339469970196
"observation04"	302	"Control"	6.63979468045599
"observation05"	302	"Control"	6.67740830265727
"observation06"	302	"Control"	6.17063517140489
"observation07"	302	"Control"	6.29800264523163
"observation08"	302	"Treatment"	6.38906349093402
"observation09"	302	"Treatment"	6.47465419206618
"observation10"	302	"Treatment"	5.4775088706372
"observation11"	302	"Treatment"	5.99167210748565
"observation12"	302	"Treatment"	6.68996799902417
"observation13"	302	"Treatment"	7.29205875030238
"observation14"	302	"Treatment"	6.3275046162682
"observation01"	303	"Control"	9.91908170118286
"observation02"	303	"Control"	8.42941633431559
"observation03"	303	"Control"	9.66448679984074
"observation04"	303	"Control"	9.40336220098735
"observation05"	303	"Control"	8.93885274517693
"observation06"	303	"Control"	9.40192410437588
"observation07"	303	"Control"	8.88477484435669
"observation08"	303	"Treatment"	8.67100880165424
"observation09"	303	"Treatment"	9.27582068403552
"observation10"	303	"Treatment"	9.47214129378574
"observation11"	303	"Treatment"	8.89819479893477
"observation12"	303	"Treatment"	9.28538772148877
"observation13"	303	"Treatment"	9.03832973903085
"observation14"	303	"Treatment"	10.2939899914045
"observation01"	304	"Control"	12.3025057419311
"observation02"	304	"Control"	12.4311786763868
"observation03"	304	"Control"	12.1608462023294
"observation04"	304	"Control"	12.1614445445902
"observation05"	304	"Control"	11.6665219381018
"observation06"	304	"Control"	12.8929495348533
"observation07"	304	"Control"	11.8930692766075
"observation08"	304	"Treatment"	11.9569793336706
"observation09"	304	"Treatment"	12.685702190254
"observation10"	304	"Treatment"	12.7333203636731
"observation11"	304	"Treatment"	11.7991984583226
"observation12"	304	"Treatment"	11.9816081715821
"observation13"	304	"Treatment"	12.7717013176551
"observation14"	304	"Treatment"	12.4328514523682
"observation01"	305	"Control"	8.36985883266729
"observation02"	305	"Control"	8.47913625047284
"observation03"	305	"Control"	7.53319445542311
"observation04"	305	"Control"	8.50816467112655
"observation05"	305	"Control"	8.66747727108069
"observation06"	305	"Control"	7.78321534152586
"observation07"	305	"Control"	8.51367954622513
"observation08"	305	"Treatment"	8.4861431732892
"observation09"	305	"Treatment"	8.97779261419388
"observation10"	305	"Treatment"	8.88809250291679
"observation11"	305	"Treatment"	8.73993325015364
"observation12"	305	"Treatment"	8.05138657005207
"observation13"	305	"Treatment"	8.01653933132529
"observation14"	305	"Treatment"	8.60998015840729
"observation01"	306	"Control"	5.66755867385965
"observation02"	306	"Control"	5.302606928102
"observation03"	306	"Control"	5.33202683307172
"observation04"	306	"Control"	4.81205379045522
"observation05"	306	"Control"	5.21996828975664
"observation06"	306	"Control"	4.97456864439701
"observation07"	306	"Control"	4.52355398731325
"observation08"	306	"Treatment"	5.05619964929577
"observation09"	306	"Treatment"	5.66965342755406
"observation10"	306	"Treatment"	5.62013474643518
"observation11"	306	"Treatment"	5.33151811775145
"observation12"	306	"Treatment"	5.80476292690845
"observation13"	306	"Treatment"	6.59565740048173
"observation14"	306	"Treatment"	5.46313728743829
"observation01"	307	"Control"	6.59885066070055
"observation02"	307	"Control"	5.59917398818526
"observation03"	307	"Control"	5.28494740832297
"observation04"	307	"Control"	5.59944315441855
"observation05"	307	"Control"	5.85003527117346
"observation06"	307	"Control"	5.79799043613242
"observation07"	307	"Control"	5.17607522816049
"observation08"	307	"Treatment"	5.53673206581291
"observation09"	307	"Treatment"	4.84220199488011
"observation10"	307	"Treatment"	5.39463319991655
"observation11"	307	"Treatment"	5.84312927973962
"observation12"	307	"Treatment"	5.25742856813182
"observation13"	307	"Treatment"	4.96563899970345
"observation14"	307	"Treatment"	5.66125254484463
"observation01"	308	"Control"	6.59818471753166
"observation02"	308	"Control"	5.74952139885682
"observation03"	308	"Control"	7.20993853548579
"observation04"	308	"Control"	7.44394977092682
"observation05"	308	"Control"	5.68790084148208
"observation06"	308	"Control"	7.90310799630368
"observation07"	308	"Control"	6.72254025008882
"observation08"	308	"Treatment"	6.39129436148566
"observation09"	308	"Treatment"	7.11380556145772
"observation10"	308	"Treatment"	6.73483672116409
"observation11"	308	"Treatment"	6.92835968268484
"observation12"	308	"Treatment"	6.47533100504176
"observation13"	308	"Treatment"	6.46206213031259
"observation14"	308	"Treatment"	5.55308003712001
"observation01"	309	"Control"	7.58557240629712
"observation02"	309	"Control"	7.0084415884887
"observation03"	309	"Control"	7.02100328472588
"observation04"	309	"Control"	7.04579651991157
"observation05"	309	"Control"	7.22256226732588
"observation06"	309	"Control"	7.10809359327731
"observation07"	309	"Control"	6.98377436425795
"observation08"	309	"Treatment"	7.54261095420461
"observation09"	309	"Treatment"	7.03551496198569
"observation10"	309	"Treatment"	6.81177531544187
"observation11"	309	"Treatment"	7.52617165092789
"observation12"	309	"Treatment"	7.71503528362061
"observation13"	309	"Treatment"	6.73619462589244
"observation14"	309	"Treatment"	7.32820641555249
"observation01"	310	"Control"	8.98428318191361
"observation02"	310	"Control"	8.73749880746601
"observation03"	310	"Control"	9.28882976416549
"observation04"	310	"Control"	8.87868765074789
"observation05"	310	"Control"	8.06156374593378
"observation06"	310	"Control"	8.9842148913294
"observation07"	310	"Control"	9.4782012674791
"observation08"	310	"Treatment"	8.39544890801401
"observation09"	310	"Treatment"	8.65556304404498
"observation10"	310	"Treatment"	8.04329875566941
"observation11"	310	"Treatment"	9.13502110104494
"observation12"	310	"Treatment"	8.16071814049584
"observation13"	310	"Treatment"	8.56107081967498
"observation14"	310	"Treatment"	8.69772556022369
"observation01"	311	"Control"	7.92808463025144
"observation02"	311	"Control"	7.34897148205951
"observation03"	311	"Control"	7.95026092419697
"observation04"	311	"Control"	7.26502043181755
"observation05"	311	"Control"	7.14665021732771
"observation06"	311	"Control"	7.00718738456773
"observation07"	311	"Control"	7.81204023090364
"observation08"	311	"Treatment"	8.01381451601954
"observation09"	311	"Treatment"	7.9905351383408
"observation10"	311	"Treatment"	6.90685787302466
"observation11"	311	"Treatment"	8.14739432042043
"observation12"	311	"Treatment"	7.64920851364624
"observation13"	311	"Treatment"	6.83034464166936
"observation14"	311	"Treatment"	7.04707708784411
"observation01"	312	"Control"	5.79743832111298
"observation02"	312	"Control"	6.01708846392289
"observation03"	312	"Control"	5.48889635070169
"observation04"	312	"Control"	6.07586847234897
"observation05"	312	"Control"	5.31811587858278
"observation06"	312	"Control"	5.84729884823672
"observation07"	312	"Control"	5.19088860355399
"observation08"	312	"Treatment"	5.42749469556086
"observation09"	312	"Treatment"	5.51708363807302
"observation10"	312	"Treatment"	5.70286621874483
"observation11"	312	"Treatment"	6.75585501432443
"observation12"	312	"Treatment"	6.34664969153706
"observation13"	312	"Treatment"	5.86772775895734
"observation14"	312	"Treatment"	5.51889005534762
"observation01"	313	"Control"	10.997369899917
"observation02"	313	"Control"	10.7068539338439
"observation03"	313	"Control"	11.6774639568759
"observation04"	313	"Control"	9.84629136505856
"observation05"	313	"Control"	10.2206223063454
"observation06"	313	"Control"	11.1315186627699
"observation07"	313	"Control"	10.2107338879073
"observation08"	313	"Treatment"	10.6030655198316
